user_id,cate,shop_id
545648,24,9439
550354,24,7311
552110,24,2363
552110,24,5124
554358,24,1908
556846,24,2271
557173,24,1073
557173,24,9165
558325,24,2820
558369,24,1073
562459,24,2177
562656,24,616
562656,24,7516
563547,24,421
567715,24,10101
569377,24,8937
571121,24,10101
579601,24,7180
586547,24,7180
586547,24,10101
592020,24,1073
592020,24,9165
598182,24,6440
598182,24,9165
604537,24,9165
605505,24,6744
605505,24,10101
609281,24,7180
611620,24,5129
616911,24,2271
616911,24,6463
620785,24,10101
627778,24,2177
631034,24,1258
640979,24,10101
644884,24,9165
645238,24,9165
649015,24,8937
650400,24,4796
653595,24,1908
654002,24,7311
658470,24,8186
658470,24,9165
666747,24,6744
674268,24,10101
678386,24,7367
678386,24,10058
678386,24,1073
678386,24,7180
680764,24,284
680950,24,2271
680950,24,1073
682611,24,10101
687946,24,7180
695926,24,4796
700098,24,9549
700098,24,7311
700098,24,6463
700548,24,284
701090,24,1450
701090,24,6463
706556,24,7311
715318,24,6524
719566,24,7180
719566,24,8186
719566,24,6463
719918,24,7311
724413,24,4796
730783,24,2149
730783,24,284
732208,24,1450
732208,24,1073
732679,24,8937
739784,24,9165
740457,24,284
745099,24,10150
756461,24,8186
756657,24,6463
757546,24,616
758746,24,2363
758746,24,5918
759372,24,7311
759372,24,10101
760816,24,9730
762675,24,2271
763037,24,284
764797,24,284
767107,24,1908
775748,24,9165
777021,24,4211
777104,24,1073
780208,24,9549
781962,24,2149
785199,24,2177
787645,24,616
790176,24,6440
790176,24,9549
790176,24,10101
790489,24,10101
794598,24,2269
794598,24,9549
796678,24,6463
797057,24,2149
798632,24,2149
798632,24,2177
800447,24,1744
800447,24,6463
804212,24,9549
804212,24,10101
806359,24,421
806359,24,5129
808692,24,8937
811734,24,616
812647,24,8186
817067,24,2820
821787,24,2820
821787,24,2177
823694,24,9549
823694,24,10101
823722,24,5124
823722,24,5918
825284,24,421
825284,24,1073
825284,24,7180
827232,24,9439
827431,24,284
836544,24,2177
837777,24,7311
838319,24,5124
838319,24,7180
846342,24,284
852331,24,8627
853225,24,7180
853225,24,10101
854005,24,9730
854640,24,1073
854640,24,6463
859066,24,8502
859066,24,8937
860992,24,6463
860992,24,10101
863644,24,10101
864571,24,284
874115,24,5124
874115,24,7311
874977,24,7180
874977,24,6463
883047,24,2149
885816,24,9549
885816,24,7311
885816,24,10101
890005,24,6524
893144,24,1258
897160,24,1258
897160,24,4465
897160,24,10150
904403,24,1908
904403,24,2149
904403,24,8937
904403,24,284
904510,24,6463
906187,24,7180
909541,24,421
909541,24,9549
909541,24,1073
909541,24,7180
909541,24,8186
909541,24,6463
918588,24,1744
923568,24,4796
923568,24,6463
924939,24,1073
924939,24,4796
924939,24,10101
927960,24,8186
929043,24,1073
929043,24,9165
939269,24,2177
941743,24,1073
951583,24,503
951583,24,9165
957323,24,2820
957323,24,10150
958728,24,2269
963628,24,4432
965635,24,8937
968775,24,1073
968775,24,8186
971851,24,4796
973786,24,1908
975544,24,2363
975544,24,1073
982736,24,9439
982736,24,4465
985595,24,5124
992785,24,2149
994184,24,5129
994599,24,6440
994599,24,7311
997375,24,10150
1001701,24,2177
1003565,24,6463
1008874,24,284
1009100,24,5129
1009386,24,7180
1009386,24,6463
1015422,24,284
1016405,24,616
1021047,24,4796
1031690,24,284
1033154,24,9003
1041191,24,7311
1041906,24,1258
1042880,24,6440
1042884,24,2149
1045368,24,9165
1047475,24,10150
1053577,24,2271
1053887,24,8627
1055711,24,284
1062336,24,5918
1067669,24,4465
1067669,24,10150
1074525,24,2820
1074525,24,2177
1081438,24,2149
1081438,24,4465
1089900,24,8186
1094640,24,9165
1095004,24,503
1101612,24,8937
1103703,24,7180
1114117,24,6744
1114117,24,616
1115499,24,6744
1115499,24,6524
1115499,24,7311
1115499,24,9165
1130173,24,5545
1142649,24,7180
1143192,24,10150
1145746,24,9165
1162361,24,9165
1162364,24,284
1162858,24,3077
1164015,24,1073
1164015,24,7311
1164015,24,10101
1171280,24,3077
1174074,24,7311
1176516,24,2271
1176516,24,1450
1178877,24,2149
1186877,24,10150
1188006,24,9549
1188609,24,6524
1192185,24,2149
1192393,24,6440
1192393,24,4796
1199428,24,6463
1200900,24,1258
1202366,24,4432
1202366,24,5124
1202366,24,6440
1206756,24,2820
1208417,24,8186
1208481,24,8937
1214398,24,1744
1214398,24,421
1214398,24,5129
1214398,24,1073
1214398,24,6463
1214745,24,7311
1217489,24,1744
1220173,24,1908
1223669,24,616
1230931,24,10101
1232288,24,2149
1233126,24,616
1233488,24,4796
1237872,24,8937
1245725,24,6440
1245725,24,6744
1245725,24,7311
1245725,24,9165
1252459,24,2820
1253626,24,1908
1253756,24,7311
1255859,24,5124
1262026,24,6524
1262229,24,5129
1262947,24,1069
1262947,24,5129
1262947,24,6440
1262947,24,9549
1262947,24,7180
1262947,24,7311
1262947,24,6463
1262947,24,10101
1268546,24,2269
1270789,24,5129
1275403,24,10150
1283762,24,10101
1287575,24,2177
1287672,24,1908
1287672,24,5545
1292891,24,8937
1294183,24,284
1299158,24,5129
1299158,24,6440
1299158,24,4796
1299158,24,7180
1299158,24,9165
1299888,24,6744
1299888,24,10101
1303093,24,10101
1307866,24,9165
1309209,24,7311
1311899,24,1908
1312807,24,6463
1314181,24,284
1315411,24,9165
1318818,24,2177
1321170,24,10101
1331965,24,503
1335564,24,4796
1340577,24,6524
1345617,24,6744
1345617,24,6463
1346759,24,1069
1351124,24,6440
1351124,24,7311
1351124,24,6463
1351124,24,10101
1355222,24,8937
1356933,24,1073
1357608,24,2149
1366296,24,8627
1366296,24,421
1368870,24,8937
1369764,24,8186
1370358,24,10101
1378990,24,6463
1390033,24,9549
1391289,24,2149
1392107,24,421
1392107,24,284
1392614,24,616
1395348,24,2149
1395348,24,6744
1398762,24,9730
1401384,24,1073
1402018,24,2363
1402018,24,9549
1407722,24,6440
1407722,24,9165
1409128,24,9165
1409199,24,8937
1412182,24,4465
1412834,24,616
1414481,24,2269
1414481,24,1908
1414481,24,2149
1414481,24,2820
1414787,24,2149
1416676,24,421
1418147,24,503
1418449,24,2820
1418449,24,2177
1418449,24,284
1425047,24,284
1425682,24,6463
1425682,24,9165
1427705,24,6744
1427705,24,8186
1434476,24,9165
1435342,24,8186
1441344,24,6524
1441344,24,8186
1441344,24,6463
1441434,24,10101
1441903,24,2149
1444429,24,4432
1444429,24,9165
1450836,24,2149
1450836,24,284
1451771,24,9165
1458426,24,9439
1458786,24,8627
1466967,24,10058
1469014,24,4796
1469014,24,6463
1469014,24,10101
1470829,24,10101
1472818,24,7367
1472818,24,10058
1472818,24,1069
1472818,24,2271
1472818,24,1450
1472818,24,5124
1472818,24,6440
1472818,24,6744
1472818,24,9549
1472818,24,1073
1472818,24,7180
1472818,24,7311
1472818,24,8186
1472818,24,6463
1472818,24,9165
1472818,24,10101
1483089,24,4211
1485730,24,2820
1486188,24,8937
1490282,24,1069
1490282,24,7311
1490282,24,9165
1490623,24,9165
1491486,24,616
1491486,24,7516
1491486,24,6463
1491899,24,10150
1495215,24,616
1495215,24,8502
1495636,24,7516
1496205,24,5129
1499031,24,2149
1499633,24,6524
1499633,24,7311
1503774,24,9549
1509089,24,9165
1509290,24,8937
1511569,24,10058
1511569,24,1744
1511569,24,421
1511569,24,1450
1511569,24,5124
1511569,24,6744
1511569,24,6524
1511569,24,7180
1511569,24,8186
1511569,24,10101
1514819,24,10150
1520632,24,7311
1524339,24,1744
1524339,24,8186
1527400,24,10101
1531305,24,4796
1532882,24,2271
1532882,24,1073
1532882,24,6463
1533059,24,1908
1538546,24,10101
1539513,24,1908
1543369,24,2149
1549818,24,2271
1549818,24,8186
1549818,24,6463
1562173,24,6463
1569939,24,10101
1582282,24,9730
1586889,24,7180
1586889,24,9165
1589313,24,6440
1589531,24,6463
1589531,24,10101
1592501,24,284
1596792,24,2363
1596792,24,4211
1596792,24,284
1066825,24,6440
773088,24,10058
773088,24,503
680779,24,1073
680779,24,7311
680779,24,10101
1012007,24,2149
1012007,24,6463
84461,24,10150
1439201,24,5129
421405,24,10101
829431,24,2177
1064752,24,6744
510093,24,6463
1039862,24,503
173732,24,2271
173732,24,1073
286316,24,421
1002784,24,9165
962304,24,284
1163526,24,10101
884955,24,6463
781645,24,6524
98934,24,284
682298,24,1069
682298,24,9549
682298,24,1073
682298,24,9165
745595,24,2149
745595,24,284
1126804,24,4465
448650,24,8937
181048,24,6744
181048,24,7180
181048,24,9165
181048,24,10101
279587,24,7180
279587,24,9165
214007,24,421
214007,24,5129
1492067,24,8937
1404388,24,6524
834536,24,4796
1488877,24,1744
1488877,24,5129
796583,24,2271
796583,24,1450
796583,24,7311
1371922,24,6463
352719,24,6463
643475,24,4432
643475,24,7311
1363610,24,8937
466157,24,4432
466157,24,9165
1524162,24,1450
1524162,24,503
1033143,24,6440
892870,24,2363
892870,24,6524
289405,24,2363
359253,24,2269
687137,24,2269
687137,24,5545
1455483,24,7311
788703,24,503
788703,24,9165
123326,24,9549
762440,24,6440
657321,24,1450
657321,24,6440
468776,24,10058
286291,24,6744
286291,24,10101
344821,24,6463
902713,24,284
1122041,24,10058
151299,24,2363
151299,24,1450
151299,24,6524
151299,24,1073
621768,24,2363
73985,24,8186
263624,24,1744
263624,24,5129
917626,24,10058
917626,24,5129
331386,24,6524
1201867,24,4796
249077,24,10101
337983,24,4465
1541283,24,6744
1541283,24,9549
1541283,24,10101
206154,24,9165
557730,24,4465
123574,24,1073
123574,24,7180
123574,24,7311
155652,24,10058
759005,24,9549
759005,24,7180
759005,24,6463
1032497,24,7516
776592,24,1908
201989,24,10150
748526,24,6744
284887,24,10058
1289310,24,6524
556348,24,6744
556348,24,9549
556348,24,7180
556348,24,10101
1461558,24,6524
169567,24,5918
220964,24,6524
954613,24,7311
832910,24,2269
587730,24,284
1464661,24,8937
1305716,24,6440
1305716,24,9549
1305716,24,8186
102781,24,8627
710541,24,1258
289811,24,2149
410653,24,6440
367971,24,6463
1486667,24,1744
1223216,24,5129
278405,24,503
1236261,24,9549
1236261,24,6463
1236261,24,9165
1086992,24,5545
1566440,24,6440
699003,24,4930
1577136,24,6524
93466,24,6463
1060636,24,8937
1584455,24,8627
1296373,24,7311
1590948,24,6440
350827,24,1744
350827,24,5129
332361,24,5918
2216,24,7311
564157,24,1450
564157,24,503
854219,24,6440
258878,24,503
258878,24,4796
258878,24,7180
258878,24,6463
258878,24,9165
258878,24,10101
1090080,24,7180
1078220,24,10150
1592265,24,6744
1592265,24,10101
687109,24,9730
344230,24,9730
928117,24,1073
855360,24,8502
641563,24,4432
1310924,24,9730
1310924,24,6463
119412,24,7180
119412,24,7311
1598011,24,10150
367600,24,8937
484853,24,503
1167562,24,5124
568198,24,9165
568198,24,10101
1115279,24,10101
1175042,24,9730
125408,24,9165
927029,24,5129
927029,24,284
815743,24,1744
815743,24,421
81309,24,2149
362930,24,2820
1354190,24,7311
1335275,24,7180
887054,24,6744
932878,24,2271
932878,24,9549
932878,24,1073
932878,24,8186
932878,24,6463
1515492,24,2149
1470823,24,5129
1470823,24,9549
1372729,24,9165
350399,24,8937
1305183,24,2271
1305183,24,1073
1305183,24,4796
1305183,24,7180
1305183,24,8186
1305183,24,6463
1305183,24,9165
1305183,24,10101
1598274,24,9549
1156462,24,503
1562286,24,503
764774,24,1908
166743,24,4465
914905,24,6463
626325,24,5545
952895,24,5918
1385132,24,1908
1385132,24,4465
354818,24,9439
354818,24,616
354818,24,10150
1443225,24,1073
1343994,24,8502
1343994,24,9165
450201,24,284
354491,24,2363
354491,24,1073
354491,24,9165
155050,24,2271
672803,24,8937
1578919,24,284
129863,24,7180
70197,24,9165
47215,24,6463
622078,24,284
403532,24,8186
1264197,24,503
427462,24,6440
427462,24,7180
427462,24,6463
296223,24,4796
997056,24,9165
997056,24,10101
1132113,24,2269
486633,24,1744
486633,24,6744
486633,24,6524
486633,24,10101
1225283,24,1073
190043,24,10058
1071341,24,2820
1114925,24,284
1164859,24,5918
1164859,24,10101
786770,24,7180
786770,24,6463
786770,24,9165
786770,24,10101
515234,24,2820
515234,24,9549
614891,24,10101
130552,24,8937
872105,24,4432
82960,24,9165
875806,24,10101
5580,24,9549
1190462,24,503
706433,24,4465
1351072,24,7180
1351072,24,10101
1465728,24,4796
273217,24,2363
442507,24,8186
1302192,24,1450
1302192,24,9549
1587717,24,8186
1585921,24,10101
718482,24,4796
391549,24,5124
480563,24,10101
1047416,24,1908
662389,24,4796
662389,24,9165
909235,24,9165
909235,24,10101
276020,24,7367
233574,24,3077
52287,24,10058
52287,24,5129
1316812,24,1908
1316812,24,2149
816679,24,10101
375339,24,8186
375339,24,10101
564197,24,1450
564197,24,5918
564197,24,4796
382470,24,8627
382470,24,421
1149540,24,5129
892503,24,7180
111509,24,1073
1504782,24,1908
811544,24,8186
120007,24,4465
959612,24,6440
959612,24,4796
193535,24,9730
193535,24,2149
1114446,24,7311
357239,24,9165
954772,24,10150
1059276,24,4796
1059276,24,10101
111750,24,6440
606491,24,5124
606491,24,9165
306725,24,7180
350171,24,7311
89729,24,5545
82140,24,10058
82140,24,421
1539088,24,6744
1539088,24,10101
1081992,24,6463
748805,24,2269
831892,24,1450
827219,24,2177
1350825,24,5545
751683,24,6463
241101,24,9549
241101,24,1073
241101,24,6463
83530,24,5918
83530,24,1073
602185,24,10101
18368,24,3077
650455,24,2149
420145,24,7311
1223673,24,503
839256,24,5129
923314,24,1908
1336066,24,2269
828049,24,2820
828049,24,9549
470135,24,9165
470135,24,10101
1108517,24,10058
1108517,24,4796
1490325,24,2271
1490325,24,5124
1490325,24,8186
1214467,24,4796
350890,24,10101
1070795,24,8627
980182,24,5545
1608081,24,7180
1608081,24,8186
1608081,24,10101
846097,24,6440
846097,24,6524
950577,24,284
559214,24,9549
674606,24,6440
674606,24,7311
855226,24,421
1318843,24,4796
629553,24,1908
1279591,24,503
1450866,24,7180
1450866,24,9165
1137521,24,284
938079,24,9439
938079,24,616
938079,24,4465
938079,24,10150
1001507,24,8502
1054346,24,2149
285415,24,1073
285415,24,7180
129596,24,7180
129596,24,10101
257883,24,6440
257883,24,6744
257883,24,10101
738963,24,10058
738963,24,1908
510359,24,2149
859081,24,6440
509687,24,7180
1561298,24,1744
159929,24,6440
1113070,24,9165
1591716,24,7180
1591716,24,6463
1440671,24,4796
148765,24,9549
601362,24,7311
475868,24,2820
57843,24,9165
1485971,24,9165
1200328,24,9165
1415443,24,1450
234248,24,2820
234248,24,8937
154819,24,6744
154819,24,6524
154819,24,8186
159752,24,5545
947095,24,2149
1408798,24,10150
1476851,24,6744
1328225,24,284
1524145,24,9549
1524145,24,7180
1524145,24,7311
1524145,24,6463
1524145,24,9165
580779,24,7367
1574853,24,2271
1451497,24,5918
1236933,24,284
1426785,24,9549
1426785,24,4796
1426785,24,7180
1426785,24,9165
1508713,24,10150
368037,24,2177
161089,24,4796
204716,24,2149
875832,24,9549
555423,24,7180
555423,24,6463
806936,24,9165
1403899,24,9165
611079,24,5545
427052,24,2363
665089,24,5545
742567,24,421
1503602,24,10101
65639,24,5545
1095490,24,6463
1376302,24,7180
1180027,24,2269
124764,24,7367
157454,24,7180
556111,24,4465
1270767,24,10101
1384819,24,503
125301,24,7180
732513,24,5124
74355,24,6440
453720,24,1073
453720,24,8186
453720,24,6463
453720,24,9165
1345636,24,503
1345636,24,6744
1345636,24,6463
1345636,24,10101
1526989,24,2271
1526989,24,6744
1526989,24,6463
49152,24,1744
49152,24,503
49152,24,9549
983125,24,2820
1376480,24,1744
365044,24,7180
934652,24,9549
934652,24,7180
873165,24,284
1407023,24,8186
1407023,24,6463
438344,24,6524
438344,24,9165
268157,24,7180
268157,24,6463
985156,24,9165
306109,24,10150
1019204,24,10058
1019204,24,2269
1019204,24,4465
1100697,24,2177
88960,24,10150
803402,24,1908
810996,24,10101
820916,24,616
186666,24,7367
882895,24,4796
531158,24,616
178959,24,9165
178959,24,10101
1062035,24,2177
486669,24,10058
486669,24,4465
486669,24,10150
1254951,24,421
1254951,24,6440
1254951,24,4796
1254951,24,7180
921024,24,1073
921024,24,6463
730130,24,1908
57539,24,284
7841,24,10058
7841,24,7180
629061,24,2149
1211862,24,2149
1562294,24,4432
1562294,24,4796
1441402,24,9165
722271,24,6440
722271,24,5918
609837,24,9165
1381957,24,10101
377798,24,6463
377798,24,9165
634766,24,421
634766,24,5129
1095266,24,7180
1095266,24,9165
1051812,24,2149
1290552,24,4465
1290552,24,10150
1401949,24,7516
485719,24,7311
485719,24,6463
746719,24,8937
391555,24,6524
107803,24,8502
1343734,24,9165
869028,24,503
213624,24,6744
213624,24,6524
213624,24,7180
213624,24,10101
227457,24,8937
346474,24,8937
1508427,24,7367
697097,24,1450
1158199,24,9165
657099,24,5918
1544380,24,7180
581805,24,7180
215846,24,9549
965836,24,6744
965836,24,4796
287476,24,503
621171,24,2820
740246,24,8186
955530,24,8186
1422346,24,6440
923762,24,503
939101,24,10101
1592465,24,4465
1467379,24,9439
1180194,24,1073
804547,24,2271
91145,24,7180
128640,24,6463
1296412,24,7180
1296412,24,6463
1296412,24,10101
1074072,24,4432
1074072,24,1450
711200,24,2820
528191,24,8186
528191,24,9165
333215,24,4796
333215,24,9165
281786,24,6463
1530790,24,9439
478572,24,8186
29670,24,503
1325694,24,8937
487929,24,8937
1019640,24,2363
810396,24,2149
298746,24,4796
523981,24,10101
1100830,24,9165
315021,24,8502
839773,24,5129
896866,24,10101
962732,24,7516
335217,24,2149
164596,24,6463
1597822,24,9165
885527,24,6744
1166986,24,9165
728104,24,1744
728104,24,421
26846,24,6744
1406000,24,8627
1435009,24,8186
103090,24,10058
103090,24,421
103090,24,6440
103090,24,4796
103090,24,7311
103090,24,6463
938782,24,1450
301502,24,284
105623,24,8186
1536357,24,6440
1536357,24,284
841305,24,10058
841305,24,8627
1479136,24,1450
1479136,24,9549
1479136,24,7180
1479136,24,9165
99829,24,6463
1316469,24,5129
813413,24,8937
853080,24,2149
693360,24,10150
326939,24,4796
26888,24,503
1108829,24,1744
1108829,24,421
869872,24,421
920712,24,9549
920712,24,7180
334617,24,9165
886085,24,2271
238835,24,1073
100921,24,616
84536,24,1908
720497,24,2269
32773,24,10101
684736,24,7180
684736,24,10101
651528,24,7180
588915,24,2149
588915,24,8937
894841,24,8627
1605098,24,10101
296531,24,9165
296531,24,10101
1218209,24,7367
1218209,24,9165
298750,24,4796
143307,24,503
143307,24,7180
143307,24,7311
1180067,24,9549
230477,24,616
1074582,24,2269
84054,24,2271
84054,24,1073
84054,24,9165
828829,24,8937
307626,24,1073
905483,24,8627
105880,24,4796
1190549,24,1258
135225,24,8627
135225,24,503
1106864,24,9165
1106864,24,10101
1371170,24,9730
1087188,24,1908
1456681,24,6440
1401112,24,6744
1401112,24,10101
1215464,24,421
1215464,24,2149
793796,24,7311
793796,24,10101
1221886,24,6463
349576,24,2149
603843,24,7367
603843,24,1450
856154,24,6524
840549,24,8627
1011810,24,8937
399673,24,1450
399673,24,10101
41098,24,2271
41098,24,5918
305072,24,8186
752199,24,7367
1066342,24,1450
1066342,24,1073
1066342,24,7180
1066342,24,9165
120329,24,9549
120329,24,6463
41947,24,616
517669,24,10101
768652,24,7180
1008560,24,8937
159940,24,6440
694890,24,2177
650710,24,7311
654581,24,284
649508,24,2149
1464562,24,8937
704620,24,10150
895388,24,8937
1165282,24,6440
1165282,24,8186
1165282,24,9165
1165282,24,10101
1286632,24,284
266715,24,2149
1219392,24,9549
1219392,24,284
1219392,24,7180
1219392,24,9165
817215,24,2149
825525,24,10101
578669,24,2820
1101467,24,284
750632,24,2177
298309,24,7311
1607768,24,2177
304865,24,6440
304865,24,9165
331629,24,8186
1102044,24,5129
396383,24,8186
396383,24,9165
865889,24,10101
625722,24,2363
390810,24,10058
390810,24,421
1185333,24,9165
664163,24,8186
916208,24,2177
285316,24,3077
235582,24,4796
1307406,24,10058
1307406,24,4796
340398,24,1744
340398,24,2149
340398,24,9549
340398,24,10101
187871,24,6463
317075,24,284
1529432,24,2363
1529432,24,6524
1205042,24,616
1205042,24,7311
1205042,24,6463
569759,24,1069
569759,24,7180
974002,24,2149
1308552,24,6744
1576269,24,6440
1576269,24,8186
774610,24,284
311460,24,8186
1523120,24,616
584709,24,6744
1342860,24,284
1220471,24,9003
1220471,24,421
471177,24,9003
1556094,24,284
1210231,24,5124
188743,24,7180
431791,24,6463
1204891,24,9165
1204891,24,10101
1333206,24,5918
1329361,24,2149
350566,24,421
1379771,24,10058
1379771,24,8627
1447471,24,1744
